emp_no,first_name,last_name,birth_date,from_date,to_date,title
" 288,166 ",Masoud,Asmuth,1/11/65,9/5/94,1/1/99,Staff
" 288,560 ",Yifei,Birjandi,1/16/65,2/7/94,1/1/99,Senior Staff
" 288,563 ",Cristinel,Gerlach,1/2/65,1/9/96,1/1/99,Senior Engineer
" 288,606 ",Susumu,Swiss,1/21/65,11/15/91,1/1/99,Senior Staff
" 288,665 ",Horward,Khasidashvili,1/31/65,11/19/98,1/1/99,Senior Engineer
" 288,893 ",Bedrich,Rosenbaum,1/30/65,1/27/91,1/1/99,Senior Engineer
" 289,454 ",Bowen,Narwekar,1/20/65,3/8/85,1/1/99,Senior Engineer
" 289,687 ",Fai,Maccarone,1/31/65,10/30/85,1/1/99,Senior Staff
" 289,807 ",Soenke,Lemarechal,1/4/65,9/4/94,1/1/99,Senior Staff
" 289,909 ",Hilari,Vecchio,1/9/65,4/24/93,1/1/99,Senior Staff
" 290,009 ",Zijian,Rindone,1/22/65,7/9/89,1/1/99,Senior Staff
" 290,075 ",Boalin,Byoun,1/15/65,10/1/90,1/1/99,Senior Staff
" 290,284 ",Kwangjo,Menhardt,1/8/65,1/11/96,1/1/99,Engineer
" 290,441 ",Gregory,Collavizza,1/25/65,9/9/87,1/1/99,Senior Staff
" 290,467 ",Shaowen,Poulakidas,1/29/65,4/15/87,1/1/99,Senior Staff
" 290,478 ",Tsvetan,Sherertz,1/3/65,8/7/89,1/1/99,Engineer
" 290,563 ",Shigehiro,Oxenboll,1/9/65,2/26/86,1/1/99,Senior Engineer
" 290,769 ",Lalit,Blokdijk,1/26/65,2/1/99,1/1/99,Senior Engineer
" 291,352 ",Danai,Trelles,1/7/65,4/17/92,8/26/97,Technique Leader
" 291,612 ",Siamak,Gomatam,1/30/65,7/8/98,1/1/99,Engineer
" 291,669 ",Faiza,Bach,1/4/65,9/13/99,1/1/99,Engineer
" 292,110 ",Menkae,Showalter,1/23/65,8/9/96,1/1/99,Senior Engineer
" 292,146 ",Khatoun,Pulkowski,1/9/65,1/9/02,1/1/99,Engineer
" 292,210 ",Masaru,Huhdanpaa,1/17/65,11/23/96,1/1/99,Senior Engineer
" 292,404 ",Hongzue,Zultner,1/28/65,2/22/90,1/1/99,Senior Staff
" 292,504 ",Georgi,Bednarek,1/27/65,3/2/94,1/1/99,Senior Engineer
" 292,515 ",Bernd,Thummel,1/4/65,8/3/89,1/1/99,Engineer
" 292,828 ",Ziya,Tokunaga,1/10/65,1/8/86,1/1/99,Senior Engineer
" 293,080 ",Hideyuki,Slaats,1/12/65,5/30/87,1/1/99,Senior Staff
" 293,154 ",Syozo,Maliniak,1/21/65,6/6/93,1/1/99,Senior Staff
" 293,280 ",Moti,Steenbeek,1/24/65,1/22/87,1/1/99,Senior Engineer
" 293,329 ",Fumiya,Griswold,1/15/65,6/12/86,1/1/99,Senior Engineer
" 293,746 ",Sanjay,Litecky,1/25/65,8/27/95,1/1/99,Senior Engineer
" 293,752 ",Jungsoon,Bail,1/4/65,2/18/86,1/1/99,Senior Staff
" 294,144 ",Takanari,Ermel,1/9/65,1/11/92,1/1/99,Senior Staff
" 294,241 ",Marl,Fiebach,1/12/65,7/26/94,1/1/99,Senior Staff
" 294,446 ",Claudi,Ruemmler,1/27/65,8/13/99,1/1/99,Staff
" 294,461 ",Siddarth,Rosiles,1/14/65,11/18/85,1/1/99,Senior Engineer
" 294,527 ",Ashish,Candan,1/4/65,2/2/92,1/1/99,Senior Staff
" 294,652 ",Hironobu,Brodie,1/27/65,9/17/85,12/21/98,Senior Engineer
" 294,791 ",Vesna,Lammel,1/28/65,10/8/99,1/1/99,Assistant Engineer
" 294,857 ",Caolyn,Ozeri,1/15/65,7/29/86,1/1/99,Senior Engineer
" 295,030 ",Fun,Keirsey,1/1/65,7/9/85,1/1/99,Senior Staff
" 295,236 ",Kauko,Fujisawa,1/24/65,9/13/87,1/1/99,Senior Engineer
" 295,254 ",Xuejun,Pfau,1/15/65,7/24/85,1/1/99,Senior Staff
" 295,255 ",Jacopo,Bellone,1/4/65,3/13/88,1/1/99,Technique Leader
" 295,262 ",Moon,Pews,1/22/65,8/6/94,1/1/99,Assistant Engineer
" 295,268 ",Eben,Calkin,1/28/65,12/19/96,1/1/99,Senior Staff
" 295,278 ",Val,Barvinok,1/4/65,1/2/90,1/1/99,Senior Engineer
" 295,411 ",Chiranjit,Serot,1/18/65,4/4/97,1/1/99,Staff
" 295,857 ",Kankanahalli,Ciolek,1/17/65,12/26/89,1/1/99,Senior Staff
" 296,062 ",Shaz,Driscoll,1/29/65,10/3/98,1/1/99,Staff
" 296,303 ",Mariangiola,Heyers,1/28/65,8/4/92,1/1/99,Technique Leader
" 296,428 ",Charmane,Simmen,1/3/65,3/7/89,1/1/99,Senior Staff
" 296,664 ",Dipayan,Geffroy,1/31/65,9/17/87,1/1/99,Senior Engineer
" 296,687 ",Palash,Spieker,1/2/65,5/11/91,1/1/99,Senior Staff
" 296,718 ",Kamakshi,Bahl,1/30/65,12/22/87,1/1/99,Senior Engineer
" 297,232 ",Lokesh,Saoudi,1/16/65,5/25/99,1/1/99,Senior Staff
" 297,431 ",Cathie,Ratnakar,1/12/65,6/23/96,1/1/99,Senior Staff
" 297,474 ",Irena,Terkki,1/13/65,3/11/98,1/1/99,Staff
" 297,905 ",Marc,Bahl,1/12/65,6/18/97,1/1/99,Assistant Engineer
" 297,954 ",Sailaja,Fujisaki,1/13/65,7/24/95,1/1/99,Assistant Engineer
" 298,339 ",King,Benzmuller,1/11/65,9/4/86,1/1/99,Senior Engineer
" 298,577 ",Florina,Litecky,1/11/65,12/2/85,1/1/99,Senior Staff
" 298,953 ",Zita,Syang,2/1/65,12/29/98,1/1/99,Staff
" 299,346 ",Fumitake,Sichman,1/9/65,2/21/91,1/1/99,Senior Staff
" 299,580 ",Luisa,Itzfeldt,1/21/65,1/23/97,1/1/99,Engineer
" 299,718 ",Denny,Shobatake,1/15/65,6/22/97,1/1/99,Senior Staff
" 299,737 ",Patricio,Itzfeldt,2/1/65,5/21/85,1/1/99,Senior Staff
" 400,046 ",Hilari,Christ,1/12/65,10/7/96,1/1/99,Senior Staff
" 400,358 ",Angus,Jullig,1/31/65,4/13/89,1/1/99,Senior Engineer
" 400,683 ",Kamakshi,Manders,1/28/65,8/5/95,1/1/99,Staff
" 400,780 ",Poornachandra,Asser,1/9/65,11/7/93,1/1/99,Engineer
" 400,796 ",Bodo,Halevi,1/10/65,5/30/96,1/1/99,Engineer
" 401,154 ",Danae,Kragelund,1/27/65,5/20/87,1/1/99,Senior Staff
" 401,278 ",Oguz,Schurmann,1/16/65,11/11/86,1/1/99,Engineer
" 401,333 ",Martins,Shokrollahi,1/30/65,11/4/86,1/1/99,Senior Engineer
" 401,420 ",Florian,Uhrig,1/6/65,1/31/87,1/1/99,Senior Staff
" 401,574 ",Yannik,Falco,1/13/65,1/15/88,1/1/99,Technique Leader
" 402,025 ",Shigehito,Duclos,1/20/65,9/20/87,1/1/99,Senior Engineer
" 402,102 ",Kersti,Granlund,1/21/65,3/19/95,1/1/99,Engineer
" 402,664 ",Subhada,Janetzko,1/4/65,1/25/87,1/1/99,Senior Engineer
" 402,718 ",Jeanna,Rettelbach,1/17/65,2/14/90,1/1/99,Senior Engineer
" 402,827 ",Weidon,Pollacia,1/28/65,3/24/02,1/1/99,Senior Staff
" 403,010 ",Toshimitsu,Sluis,1/16/65,2/18/85,1/1/99,Senior Engineer
" 403,621 ",Deborah,Kaminger,1/7/65,6/4/88,1/1/99,Senior Staff
" 403,644 ",Krisda,Hainaut,1/19/65,7/8/95,1/1/99,Senior Staff
" 403,954 ",Jeanna,Bratten,1/10/65,7/26/90,1/1/99,Senior Engineer
" 404,018 ",Valery,Babb,1/11/65,10/19/98,1/1/99,Senior Engineer
" 404,236 ",Zengping,Kakkar,1/12/65,7/22/88,1/1/99,Senior Engineer
" 404,462 ",Anestis,Setlzner,1/9/65,7/13/85,1/1/99,Senior Engineer
" 404,573 ",Eberhardt,Spelt,1/31/65,7/5/97,1/1/99,Staff
" 404,755 ",Manu,Junet,1/13/65,4/20/91,1/1/99,Senior Staff
" 404,788 ",Basem,Beausoleil,1/16/65,3/16/98,1/1/99,Engineer
" 405,015 ",Morris,Fargier,1/2/65,6/29/88,1/1/99,Senior Staff
" 405,063 ",Yechezkel,Yurov,1/26/65,11/30/98,11/16/01,Senior Engineer
" 406,125 ",Georgi,Portugali,1/25/65,9/27/87,1/1/99,Technique Leader
" 406,239 ",Marek,Tomescu,1/9/65,5/15/95,1/1/99,Senior Engineer
" 406,564 ",Parviz,Picco,1/25/65,4/16/95,1/1/99,Engineer
" 406,714 ",Malu,Ossenbruggen,2/1/65,11/21/86,1/1/99,Senior Staff
" 406,847 ",Alexius,Crouzet,1/24/65,10/5/99,1/1/99,Staff
" 407,522 ",Tommaso,Raczkowsky,1/25/65,8/29/96,1/1/99,Staff
" 407,837 ",Fei,Erez,2/1/65,4/2/88,1/1/99,Senior Engineer
" 408,019 ",Shridhar,Chleq,1/1/65,3/22/86,1/1/99,Senior Engineer
" 408,114 ",Geoffrey,Ladret,1/5/65,1/3/94,1/1/99,Engineer
" 408,163 ",Irene,Sethi,1/21/65,8/12/00,1/1/99,Senior Engineer
" 408,417 ",Tsz,Daescu,1/19/65,9/28/94,1/1/99,Staff
" 408,437 ",Uno,Solares,1/29/65,9/22/94,1/1/99,Senior Staff
" 408,447 ",Mayuri,Werthner,1/13/65,8/19/90,2/20/01,Senior Staff
" 408,654 ",Yongqiao,Cochrane,1/9/65,10/27/86,1/1/99,Senior Staff
" 408,953 ",Jolita,Claffy,1/26/65,12/24/93,1/1/99,Senior Engineer
" 409,391 ",Willard,Verspoor,1/6/65,2/28/99,1/1/99,Engineer
" 409,798 ",Dekang,Tsunoo,1/15/65,1/19/95,1/1/99,Technique Leader
" 409,805 ",Frazer,Candan,1/15/65,3/5/99,1/1/99,Senior Engineer
" 409,898 ",Divier,Ishibashi,2/1/65,9/22/89,1/1/99,Senior Engineer
" 410,028 ",Xiadong,McClurg,1/11/65,9/17/85,1/1/99,Senior Staff
" 410,372 ",Duri,Mitina,1/8/65,3/4/90,1/1/99,Senior Engineer
" 410,433 ",Kazuhisa,Riesenhuber,1/19/65,10/6/92,1/1/99,Senior Engineer
" 410,616 ",Gudjon,Kalorkoti,1/18/65,4/14/94,1/1/99,Senior Engineer
" 410,804 ",Ronnie,Denos,1/17/65,6/8/92,1/1/99,Senior Engineer
" 410,881 ",Koichi,Grabner,1/6/65,4/24/90,4/5/00,Senior Engineer
" 411,070 ",Otmar,Brandsma,1/29/65,5/28/87,1/1/99,Senior Engineer
" 411,082 ",Martine,Cangellaris,1/8/65,4/28/92,1/1/99,Senior Engineer
" 411,143 ",Goncalo,Barbanera,1/8/65,9/1/96,1/1/99,Senior Staff
" 412,404 ",Mitsuyuki,Jeansoulin,1/15/65,10/28/99,1/1/99,Senior Engineer
" 412,757 ",Leen,Peak,1/3/65,11/20/99,1/1/99,Engineer
" 413,098 ",Hsiangchu,Taubenfeld,1/26/65,4/17/93,1/1/99,Senior Staff
" 413,205 ",Mototsugu,Prampolini,1/9/65,6/12/88,1/1/99,Senior Staff
" 413,666 ",Remco,Duclos,1/5/65,4/18/88,1/1/99,Senior Staff
" 413,729 ",Harjit,Ernst,1/2/65,4/26/92,1/1/99,Technique Leader
" 413,831 ",Mohamadou,Grabner,1/9/65,11/25/91,1/1/99,Senior Staff
" 413,832 ",Marco,Jahnichen,1/24/65,3/28/95,1/1/99,Senior Staff
" 414,027 ",Tadanori,Msuda,1/31/65,11/6/88,2/20/93,Senior Engineer
" 414,091 ",Wuxu,Kuhnemann,1/17/65,8/19/97,1/1/99,Engineer
" 414,543 ",Bernd,Anick,1/3/65,11/19/88,1/1/99,Senior Engineer
" 414,551 ",Elliott,Copas,1/22/65,9/13/94,1/1/99,Senior Engineer
" 414,662 ",Ipke,Schneeberger,1/21/65,9/20/85,1/1/99,Senior Engineer
" 414,714 ",Chinho,Delgrande,1/6/65,11/7/96,1/1/99,Senior Staff
" 414,814 ",Dayanand,Wielonsky,1/28/65,2/28/99,1/1/99,Staff
" 414,897 ",Juyoung,Willoner,1/17/65,11/3/89,1/1/99,Senior Staff
" 415,187 ",Juyoung,Peltason,1/3/65,9/1/98,1/1/99,Assistant Engineer
" 415,338 ",Shigeo,Emmart,1/22/65,12/24/95,1/1/99,Assistant Engineer
" 415,363 ",Conal,Shackell,1/19/65,2/23/95,1/1/99,Senior Staff
" 415,563 ",Mrinalini,Bierbaum,1/21/65,3/12/86,1/1/99,Senior Engineer
" 416,074 ",Alain,Lieberherr,1/8/65,5/11/87,1/1/99,Senior Engineer
" 416,383 ",Nectarios,Itschner,1/29/65,3/2/90,1/1/99,Senior Engineer
" 416,420 ",Adamantios,Heemskerk,1/22/65,8/8/86,1/1/99,Senior Staff
" 416,492 ",Kannan,Meriste,1/15/65,8/12/92,1/1/99,Senior Engineer
" 416,660 ",Nathalie,Luke,1/28/65,9/16/87,1/1/99,Senior Engineer
" 416,720 ",Tokuyasu,Xiaoshan,1/14/65,9/19/91,1/1/99,Senior Engineer
" 416,877 ",Gio,Orsini,1/2/65,12/7/88,1/1/99,Senior Staff
" 416,892 ",Shooichi,Vandervoorde,1/3/65,8/16/96,1/1/99,Engineer
" 417,435 ",Bouchung,Zaumen,1/3/65,1/29/99,1/1/99,Senior Staff
" 418,239 ",Josyula,Motley,1/3/65,3/26/96,1/1/99,Senior Engineer
" 418,247 ",Oscar,Oppitz,1/8/65,7/27/02,1/1/99,Senior Staff
" 418,298 ",Arvin,Pusterhofer,1/8/65,3/2/95,1/1/99,Senior Engineer
" 418,309 ",Danel,Petereit,1/24/65,2/21/85,1/1/99,Senior Engineer
" 418,380 ",Kazuhiko,Gornas,1/2/65,5/20/93,1/1/99,Senior Engineer
" 418,566 ",Kazuhide,Snedden,1/27/65,6/14/96,1/1/99,Senior Engineer
" 418,606 ",Michaela,Otillio,1/11/65,1/5/94,1/1/99,Engineer
" 418,717 ",Arunachalam,Magliocco,1/20/65,12/23/87,1/1/99,Senior Staff
" 418,860 ",Ymte,Dalton,2/1/65,11/22/92,1/1/99,Senior Staff
" 419,099 ",Heon,Broomell,1/15/65,5/6/98,1/1/99,Staff
" 419,953 ",Ung,Orlowski,1/29/65,7/22/91,1/1/99,Senior Staff
" 420,086 ",Susuma,Kitsuregawa,1/27/65,5/28/85,1/1/99,Senior Engineer
" 420,476 ",Mariangiola,Bolsens,1/28/65,6/15/85,1/1/99,Senior Staff
" 420,557 ",Mabhin,Eastman,1/6/65,8/2/89,1/1/99,Senior Staff
" 420,694 ",Frazer,Barbanera,1/19/65,11/4/86,1/1/99,Senior Staff
" 420,732 ",Willard,Morrin,1/6/65,5/27/96,1/1/99,Senior Staff
" 420,759 ",Raimond,Solovay,1/4/65,10/3/97,1/1/99,Staff
" 420,765 ",Shawna,Krider,1/17/65,3/9/90,1/1/99,Senior Staff
" 420,877 ",Khosrow,Erez,1/29/65,2/11/90,1/1/99,Senior Staff
" 421,022 ",Shigeaki,Butner,1/26/65,7/13/96,1/1/99,Senior Staff
" 421,033 ",Garnik,Randt,1/14/65,12/23/89,1/1/99,Senior Staff
" 421,074 ",Zhaofang,Falster,1/7/65,6/29/94,1/1/99,Senior Staff
" 421,312 ",Mariangiola,Bashian,1/13/65,9/18/99,1/1/99,Engineer
" 421,384 ",Renny,Bednarek,1/2/65,6/1/87,1/1/99,Senior Staff
" 421,755 ",Shichao,Thiria,1/3/65,1/11/89,1/1/99,Senior Engineer
" 422,146 ",Kenton,Miara,1/8/65,3/13/02,1/1/99,Engineer
" 422,783 ",Jagoda,Uhrig,1/18/65,9/1/95,1/1/99,Engineer
" 423,038 ",Takushi,Strehl,1/20/65,10/4/88,1/1/99,Senior Staff
" 423,204 ",Uma,Stranks,1/8/65,9/13/91,1/1/99,Senior Staff
" 423,208 ",Joydip,Krone,1/19/65,2/8/95,1/1/99,Engineer
" 423,214 ",Tsutomu,Tetzlaff,1/31/65,9/24/87,1/1/99,Senior Staff
" 423,327 ",Constantijn,Lichtman,1/27/65,6/26/94,1/1/99,Senior Staff
" 423,350 ",Heping,Monarch,1/4/65,4/15/88,1/1/99,Senior Staff
" 423,633 ",Mariusz,Tokunaga,1/30/65,2/11/85,1/1/99,Senior Engineer
" 423,993 ",Seshu,Kolvik,1/1/65,12/9/88,1/1/99,Technique Leader
" 424,569 ",Danco,Luff,1/14/65,10/30/97,1/1/99,Engineer
" 424,584 ",Kagan,Dredge,2/1/65,2/26/94,1/1/99,Senior Engineer
" 424,685 ",Changho,Veevers,1/10/65,3/3/97,1/1/99,Senior Staff
" 424,797 ",Theron,Itschner,1/19/65,5/16/85,1/1/99,Senior Staff
" 424,805 ",Jacqueline,Zallocco,1/24/65,12/17/87,1/1/99,Senior Staff
" 424,930 ",Xuejun,Reeker,1/19/65,11/18/88,1/1/99,Senior Staff
" 424,984 ",Vasilis,Waleschkowski,1/11/65,5/26/96,1/1/99,Engineer
" 425,437 ",Moni,Staudhammer,1/3/65,3/23/99,1/1/99,Engineer
" 425,535 ",Alagu,Vieri,1/18/65,8/23/86,1/1/99,Senior Staff
" 425,540 ",Paddy,Zumaque,1/3/65,11/12/95,1/1/99,Senior Staff
" 425,757 ",Yongdong,Jiang,1/18/65,10/13/90,1/31/95,Senior Staff
" 425,780 ",Paris,Range,1/15/65,10/25/89,1/1/99,Senior Staff
" 425,830 ",Guther,Conia,1/30/65,2/13/99,1/1/99,Engineer
" 425,875 ",Jahangir,Kroft,1/19/65,6/11/90,1/1/99,Senior Staff
" 426,153 ",Shahaf,Luce,1/16/65,4/6/99,1/1/99,Senior Staff
" 426,168 ",Kaijung,Mateescu,1/10/65,11/18/87,1/1/99,Senior Staff
" 426,228 ",Supot,Badache,1/17/65,8/17/96,1/1/99,Engineer
" 426,235 ",Danco,Rajala,1/31/65,3/29/91,1/1/99,Senior Staff
" 426,644 ",Zejun,Broomell,1/13/65,1/19/95,1/1/99,Senior Engineer
" 426,706 ",Karsten,Kawashima,1/7/65,3/15/94,1/1/99,Senior Engineer
" 426,795 ",Huican,Lunn,1/7/65,7/23/86,1/1/99,Senior Staff
" 426,818 ",Gaurav,Fendler,1/21/65,2/15/92,1/1/99,Senior Staff
" 426,819 ",Sandeepan,Kulisch,1/13/65,5/16/97,1/1/99,Engineer
" 426,824 ",Gopalakrishnan,Mawatari,1/25/65,12/7/97,1/1/99,Senior Staff
" 426,958 ",Weijing,Viele,1/19/65,10/3/85,1/1/99,Senior Engineer
" 427,313 ",Utpal,Kemmerer,1/31/65,12/4/86,1/1/99,Senior Staff
" 427,320 ",Mamdouh,Ramamoorthy,1/13/65,1/13/00,1/1/99,Senior Engineer
" 427,332 ",Feiyu,Hemaspaandra,1/20/65,6/4/95,1/1/99,Staff
" 427,571 ",Torsten,Ranta,1/20/65,12/11/87,7/3/95,Senior Engineer
" 427,776 ",Jaques,Navazio,1/25/65,4/4/89,1/1/99,Senior Staff
" 427,805 ",Haldun,Compeau,1/21/65,10/15/97,1/1/99,Senior Staff
" 427,823 ",Jaques,Gecsei,1/18/65,7/13/99,1/1/99,Staff
" 427,852 ",Adil,Kieras,1/2/65,7/20/92,1/1/99,Senior Engineer
" 428,082 ",Ronghao,Alpin,1/9/65,9/11/91,1/1/99,Senior Staff
" 428,160 ",Jamaludin,Kalorkoti,1/12/65,7/14/93,9/6/98,Senior Staff
" 428,195 ",Hatsukazu,Rosca,1/11/65,8/2/93,1/1/99,Senior Staff
" 428,219 ",Ghassan,Androutsos,1/21/65,12/26/87,1/1/99,Senior Staff
" 428,917 ",Theron,Billawala,1/23/65,2/17/89,1/1/99,Senior Engineer
" 429,087 ",Hugh,Senzako,1/27/65,10/15/92,1/1/99,Technique Leader
" 429,231 ",Kazuyasu,Schmiedel,1/9/65,9/7/85,1/1/99,Senior Staff
" 429,238 ",Mona,Luck,1/29/65,5/11/89,1/1/99,Senior Staff
" 429,249 ",Alassane,Wolniewicz,1/28/65,10/6/86,11/9/93,Senior Engineer
" 429,316 ",Seshu,Hiraishi,1/8/65,8/10/94,1/1/99,Senior Staff
" 429,381 ",Limsoon,Roohalamini,1/6/65,11/26/86,1/1/99,Senior Staff
" 429,481 ",Subhada,Emmerich,1/9/65,3/6/96,1/1/99,Engineer
" 429,520 ",Yongqiao,Francisci,1/6/65,12/1/99,1/1/99,Engineer
" 429,532 ",Bartek,Vendrig,1/25/65,6/6/92,1/1/99,Senior Staff
" 429,569 ",Fumiya,Chappelet,1/3/65,9/3/92,1/1/99,Engineer
" 429,703 ",Ung,Honglei,1/6/65,9/2/86,1/1/99,Senior Staff
" 429,899 ",Ranan,Marsiglia,1/30/65,8/13/99,1/1/99,Staff
" 429,954 ",Renny,Gladwell,1/26/65,2/27/99,1/1/99,Staff
" 430,054 ",Erzsebet,Setiz,1/22/65,6/10/93,1/1/99,Senior Engineer
" 430,558 ",Xiong,Roisin,1/7/65,3/1/88,1/1/99,Senior Engineer
" 430,593 ",Janalee,Lanzelotte,1/19/65,12/1/97,1/1/99,Senior Staff
" 430,631 ",Kersti,Marsiglia,1/17/65,2/19/94,1/1/99,Engineer
" 430,891 ",Khalil,Gien,1/6/65,8/6/91,1/1/99,Senior Engineer
" 431,576 ",Masamitsu,Back,1/6/65,4/12/93,1/1/99,Senior Staff
" 431,657 ",Visit,Thiran,1/31/65,11/14/86,1/1/99,Senior Engineer
" 431,882 ",Hideo,Varman,1/21/65,6/19/97,1/1/99,Engineer
" 431,887 ",Poorav,Ranst,1/5/65,6/1/96,1/1/99,Senior Engineer
" 432,031 ",Adamantios,Matzat,1/11/65,3/1/87,1/1/99,Senior Staff
" 432,034 ",Arfst,Uehara,1/24/65,7/10/94,1/1/99,Senior Staff
" 432,121 ",Alair,Straney,1/6/65,11/15/86,1/1/99,Senior Staff
" 432,257 ",Kwangjo,Hiltgen,1/20/65,12/22/98,1/1/99,Engineer
" 432,261 ",Arve,Bergere,1/30/65,7/28/87,1/1/99,Senior Engineer
" 432,399 ",Nitsan,Nollmann,1/19/65,9/10/90,9/29/93,Senior Engineer
" 432,523 ",Takahiro,Maquelin,1/21/65,7/21/97,1/1/99,Engineer
" 432,665 ",Flemming,Driscoll,1/2/65,5/28/94,1/1/99,Senior Engineer
" 432,787 ",Toshiko,Ibel,1/16/65,11/23/96,1/1/99,Senior Engineer
" 432,956 ",Qunsheng,Birrer,1/25/65,5/13/86,1/1/99,Senior Staff
" 433,059 ",Bojan,Montresor,1/2/65,2/4/95,1/1/99,Staff
" 433,157 ",Tomofumi,Serna,1/16/65,10/23/99,1/1/99,Staff
" 433,260 ",Make,Olivero,2/1/65,6/1/91,1/1/99,Engineer
" 433,438 ",Keiichiro,Miyakawa,1/6/65,9/12/93,1/1/99,Senior Staff
" 434,845 ",Takushi,Skogmar,1/11/65,6/7/85,1/1/99,Senior Staff
" 434,936 ",Sahrah,Rosis,1/15/65,6/24/94,1/1/99,Senior Engineer
" 435,042 ",Brigham,Borstler,1/10/65,10/9/95,1/1/99,Staff
" 435,060 ",Moie,Lieblein,1/16/65,7/12/96,1/1/99,Staff
" 435,181 ",Kazuhide,Fiutem,1/16/65,5/10/92,1/1/99,Senior Staff
" 435,289 ",Feixiong,Schurmann,1/4/65,2/15/87,1/1/99,Senior Staff
" 435,305 ",Berthier,Pramanik,1/21/65,1/23/93,1/1/99,Senior Staff
" 435,370 ",Conal,Basart,1/16/65,5/17/91,1/1/99,Senior Staff
" 435,588 ",Genta,Pepe,1/29/65,4/12/94,1/1/99,Senior Staff
" 435,602 ",Dietrich,Kranzdorf,1/29/65,10/4/92,1/1/99,Senior Staff
" 435,774 ",Olivera,Bharadwaj,1/9/65,4/1/92,1/1/99,Senior Staff
" 435,791 ",Hercules,Speer,1/7/65,3/7/94,1/1/99,Senior Engineer
" 436,558 ",Subir,Greibach,1/8/65,5/24/92,1/1/99,Senior Engineer
" 436,797 ",Ohad,Henders,1/24/65,11/3/90,1/1/99,Senior Staff
" 436,827 ",Wojceich,Limongiello,1/30/65,3/10/88,1/1/99,Senior Staff
" 436,915 ",Feixiong,Haraldson,1/13/65,10/11/98,1/1/99,Staff
" 437,276 ",Dines,DeMori,1/17/65,12/7/87,1/1/99,Senior Staff
" 437,369 ",Kazuhide,Biran,2/1/65,1/25/95,1/1/99,Senior Staff
" 437,395 ",Sumant,Thambidurai,1/21/65,8/24/96,1/1/99,Senior Staff
" 437,724 ",Erez,Luft,1/17/65,12/14/94,1/1/99,Staff
" 437,870 ",Kerhong,Lorho,1/7/65,3/17/01,1/1/99,Staff
" 438,038 ",Lena,Giaccio,1/1/65,3/17/99,10/3/01,Senior Staff
" 438,264 ",Rasikan,Barreiro,1/19/65,9/27/91,1/1/99,Senior Staff
" 438,557 ",Lidong,Swist,1/30/65,9/16/99,1/1/99,Engineer
" 439,377 ",Mari,Plessier,1/28/65,7/4/97,1/1/99,Senior Engineer
" 439,905 ",Kousuke,Levasseur,1/3/65,3/16/90,1/1/99,Senior Staff
" 439,924 ",Gunilla,Kisuki,1/30/65,8/14/94,1/1/99,Senior Staff
" 440,325 ",Douadi,Sullins,1/10/65,9/25/99,1/1/99,Senior Staff
" 440,435 ",Sandeepan,Rosti,1/3/65,11/26/91,1/1/99,Senior Engineer
" 440,450 ",Tzvetan,Scharstein,1/16/65,6/16/94,1/1/99,Senior Staff
" 440,642 ",Snehasis,Kalsbeek,1/14/65,1/6/88,1/1/99,Senior Staff
" 440,870 ",Filipp,Hasham,1/1/65,10/14/96,1/1/99,Senior Staff
" 440,937 ",Fabrizio,Usery,1/18/65,10/13/92,1/1/99,Senior Staff
" 441,197 ",Miquel,Legleitner,1/18/65,6/28/85,1/1/99,Senior Staff
" 441,536 ",Chinho,Collette,1/10/65,10/9/95,1/1/99,Senior Engineer
" 441,954 ",Leszek,Marchegay,1/3/65,6/13/99,1/1/99,Engineer
" 441,965 ",Claudi,Heijenga,1/12/65,8/30/88,1/1/99,Senior Staff
" 442,002 ",Ravishankar,Baig,1/3/65,3/17/92,1/1/99,Senior Staff
" 442,096 ",Martijn,DiGiano,1/15/65,6/15/90,1/1/99,Senior Engineer
" 442,312 ",Zengping,Cusworth,1/5/65,6/7/91,1/1/99,Senior Engineer
" 442,490 ",Navid,Luke,1/8/65,10/17/94,1/1/99,Engineer
" 442,653 ",Mona,Hebden,1/4/65,10/20/95,1/1/99,Engineer
" 442,700 ",Siddarth,Masada,1/6/65,8/11/97,1/1/99,Staff
" 442,898 ",Aksel,Gire,1/7/65,6/27/99,1/1/99,Engineer
" 443,108 ",Christfried,Atrawala,1/14/65,7/13/90,11/29/98,Senior Staff
" 443,485 ",Marke,Klerer,1/23/65,4/14/90,1/1/99,Senior Staff
" 443,841 ",Shaw,Kading,1/8/65,7/16/92,1/1/99,Senior Staff
" 443,873 ",Vatsa,Ramsay,1/20/65,2/4/94,6/16/00,Senior Staff
" 444,070 ",Heping,Skrikant,1/15/65,11/27/90,1/1/99,Senior Staff
" 444,099 ",Kousuke,Worfolk,1/28/65,3/22/88,1/1/99,Senior Staff
" 444,208 ",Irena,Cesareni,1/27/65,10/30/85,1/1/99,Senior Staff
" 444,465 ",Prasadram,Bultermann,1/13/65,10/25/98,1/1/99,Senior Engineer
" 444,487 ",Udi,Rullman,1/3/65,4/9/94,1/1/99,Senior Engineer
" 444,643 ",Berna,Schonegge,1/18/65,6/28/98,1/1/99,Staff
" 445,067 ",Eldridge,Kawashima,1/28/65,2/27/90,1/1/99,Senior Engineer
" 445,152 ",Heping,Peac,1/9/65,3/20/85,1/1/99,Senior Staff
" 445,226 ",Oscar,Baumann,1/1/65,1/22/87,1/1/99,Senior Engineer
